id,social-security-number,house-number,age-group,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country-code,native-country,label
3652,451973634.0,7850.0,3,private,174662.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,1,USA,united-states,0.0
19763,160985605.0,4070.0,3,private,355954.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states,1.0
6340,205519409.0,4710.0,1,private,330715.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,4,0,2,USA,united-states,1.0
1616,371985429.0,8111.0,2,private,145441.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,2,0,3,USA,united-states,1.0
12129,898725919.0,6476.0,4,self-emp-not-inc,27886.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
7363,476786487.0,1500.0,0,private,104439.0,some-college,10.0,never-married,adm-clerical,not-in-family,white,female,0,0,3,USA,united-states,0.0
5139,336962320.0,5859.0,4,self-emp-not-inc,98015.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,4,0,1,USA,united-states,1.0
17189,510112241.0,7479.0,2,private,278576.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,3,USA,united-states,1.0
7801,567762169.0,8224.0,2,local-gov,215862.0,doctorate,16.0,married-civ-spouse,exec-managerial,husband,white,male,3,0,2,USA,united-states,1.0
11798,325637020.0,3033.0,2,federal-gov,265604.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,black,male,0,0,2,USA,united-states,0.0
26270,489210769.0,2134.0,4,private,179781.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
26209,550019633.0,4376.0,1,private,144949.0,10th,6.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
25835,405020085.0,5627.0,1,private,231826.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1.0
1334,764326795.0,7562.0,4,,365996.0,hs-grad,9.0,widowed,,unmarried,white,female,2,0,2,USA,united-states,1.0
9322,757352902.0,6312.0,4,self-emp-not-inc,144071.0,5th-6th,3.0,married-civ-spouse,other-service,husband,white,male,1,0,0,SLV,el-salvador,0.0
25619,424502983.0,4934.0,1,private,100135.0,bachelors,13.0,separated,prof-specialty,unmarried,white,female,0,0,1,USA,united-states,0.0
20345,752048039.0,4775.0,1,private,55291.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
20090,381252123.0,4800.0,4,private,146159.0,7th-8th,4.0,widowed,priv-house-serv,not-in-family,black,female,0,2,1,USA,united-states,0.0
5714,627400350.0,4171.0,3,private,102308.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states,1.0
11712,920688194.0,6396.0,1,private,279608.0,5th-6th,3.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,2,MEX,mexico,0.0
24896,209235162.0,9688.0,2,private,92733.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
14432,203827117.0,8105.0,1,local-gov,246463.0,bachelors,13.0,divorced,prof-specialty,not-in-family,white,male,0,0,3,USA,united-states,0.0
21906,405854968.0,5720.0,3,local-gov,273402.0,7th-8th,4.0,married-civ-spouse,transport-moving,husband,white,male,0,3,2,USA,united-states,0.0
17062,609316681.0,9479.0,3,private,90363.0,assoc-acdm,12.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
11940,632220119.0,9233.0,2,private,37718.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
4556,501488718.0,6107.0,,private,175674.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1.0
19032,344216338.0,1183.0,1,private,121321.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,2,USA,united-states,0.0
8336,410161927.0,4804.0,4,state-gov,186376.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,2,0,2,USA,united-states,1.0
11732,911706548.0,9972.0,0,local-gov,276840.0,12th,8.0,never-married,other-service,own-child,black,male,0,0,0,USA,united-states,0.0
14760,742343220.0,4664.0,2,private,227890.0,some-college,10.0,divorced,craft-repair,not-in-family,white,male,0,0,3,USA,united-states,1.0
11501,534606634.0,8536.0,4,self-emp-not-inc,252431.0,some-college,10.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,0,USA,united-states,0.0
26900,107257052.0,1324.0,0,local-gov,145112.0,bachelors,13.0,never-married,prof-specialty,own-child,white,female,0,0,2,USA,united-states,0.0
6812,836610855.0,2426.0,1,private,156743.0,masters,14.0,married-civ-spouse,sales,husband,white,male,0,0,4,USA,united-states,1.0
18679,692054485.0,7347.0,4,private,207281.0,some-college,10.0,married-civ-spouse,protective-serv,husband,white,male,0,0,0,USA,united-states,0.0
5194,154356770.0,4287.0,0,private,60331.0,some-college,10.0,never-married,transport-moving,not-in-family,white,male,0,0,3,USA,united-states,0.0
21156,921418798.0,1416.0,2,private,48087.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
20205,408229045.0,3485.0,0,local-gov,191921.0,bachelors,13.0,never-married,craft-repair,own-child,white,male,0,0,1,USA,united-states,0.0
9502,481850577.0,7356.0,2,private,219164.0,masters,14.0,married-civ-spouse,prof-specialty,husband,black,male,2,0,2,USA,united-states,1.0
4309,508823930.0,3854.0,2,self-emp-not-inc,32016.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,4,USA,united-states,0.0
24922,398637907.0,2496.0,2,private,262688.0,some-college,10.0,married-civ-spouse,sales,husband,black,male,3,0,3,USA,united-states,1.0
12840,267779849.0,2548.0,0,private,32732.0,some-college,10.0,never-married,machine-op-inspct,not-in-family,white,male,0,0,2,USA,united-states,0.0
4028,196886342.0,3204.0,4,private,162432.0,some-college,10.0,divorced,other-service,not-in-family,white,female,0,0,2,USA,united-states,0.0
15297,964453966.0,9937.0,1,private,96020.0,bachelors,13.0,married-civ-spouse,exec-managerial,wife,white,female,0,0,3,USA,united-states,1.0
12259,250924905.0,1357.0,3,private,302868.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1.0
19911,177079821.0,3339.0,1,private,226975.0,some-college,10.0,never-married,sales,own-child,white,male,0,2,3,USA,united-states,0.0
18742,410995784.0,5117.0,2,private,244522.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,3,0,2,USA,united-states,1.0
15263,917489151.0,999.0,1,self-emp-not-inc,334267.0,some-college,10.0,never-married,farming-fishing,not-in-family,white,male,0,0,2,USA,united-states,0.0
11274,944823547.0,7387.0,1,local-gov,419740.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,male,0,0,3,USA,united-states,0.0
19827,575008854.0,9995.0,1,private,211424.0,some-college,10.0,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,USA,united-states,1.0
245,769102099.0,7435.0,2,state-gov,98989.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,amer-indian-eskimo,male,0,0,2,USA,united-states,1.0
19684,477813678.0,917.0,1,,565769.0,preschool,1.0,never-married,,not-in-family,black,male,0,0,2,ZAF,south,0.0
5483,435142570.0,3407.0,3,federal-gov,270859.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
5324,745536257.0,6679.0,1,private,250354.0,10th,6.0,never-married,craft-repair,other-relative,white,male,0,0,2,USA,united-states,0.0
13530,603987632.0,7200.0,1,private,329993.0,some-college,10.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states,0.0
10182,982137178.0,5160.0,2,private,208045.0,masters,14.0,never-married,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states,1.0
19215,973028495.0,1752.0,0,private,338013.0,some-college,10.0,divorced,tech-support,not-in-family,white,female,0,0,2,USA,united-states,0.0
9704,240891257.0,4441.0,3,federal-gov,202560.0,bachelors,13.0,married-civ-spouse,exec-managerial,wife,white,female,0,0,2,USA,united-states,1.0
22469,546357991.0,9792.0,1,private,102986.0,5th-6th,3.0,married-civ-spouse,machine-op-inspct,wife,asian-pac-islander,female,0,0,2,LAO,laos,1.0
308,747943604.0,5624.0,3,local-gov,274689.0,assoc-acdm,12.0,divorced,protective-serv,not-in-family,white,male,0,0,2,USA,united-states,0.0
10257,199615067.0,8487.0,1,private,24961.0,assoc-voc,11.0,married-civ-spouse,tech-support,husband,white,male,0,0,2,USA,united-states,0.0
7964,427073838.0,9471.0,1,private,223212.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,PER,peru,0.0
21218,726995694.0,7984.0,0,private,138513.0,hs-grad,9.0,never-married,handlers-cleaners,not-in-family,white,male,0,0,2,USA,united-states,0.0
26217,288543159.0,7426.0,4,self-emp-inc,77816.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,4,0,2,USA,united-states,1.0
13693,429970742.0,4057.0,3,federal-gov,43705.0,some-college,10.0,married-civ-spouse,other-service,husband,white,male,0,0,3,USA,united-states,0.0
7886,440784667.0,5899.0,3,private,25826.0,10th,6.0,married-civ-spouse,craft-repair,husband,white,male,0,2,3,USA,united-states,1.0
21828,634313602.0,1977.0,0,,94746.0,some-college,10.0,never-married,,own-child,white,male,0,0,2,PRT,portugal,0.0
4953,156093254.0,7252.0,1,private,248795.0,hs-grad,9.0,never-married,machine-op-inspct,not-in-family,white,female,0,0,2,USA,united-states,0.0
9345,212012247.0,7952.0,2,state-gov,354929.0,assoc-acdm,12.0,divorced,protective-serv,not-in-family,black,male,0,0,2,USA,united-states,0.0
10624,342594065.0,572.0,0,private,130795.0,10th,6.0,never-married,other-service,own-child,white,male,0,0,0,USA,united-states,0.0
10497,548876997.0,612.0,4,private,69867.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states,1.0
7809,978889161.0,5817.0,4,private,198170.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
23372,532850157.0,2469.0,2,private,30267.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,3,USA,united-states,0.0
7930,661110793.0,5569.0,1,local-gov,120508.0,bachelors,13.0,divorced,protective-serv,unmarried,white,female,0,0,3,DUE,germany,0.0
3105,645961202.0,4198.0,1,private,155781.0,some-college,10.0,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,USA,united-states,0.0
21681,920984743.0,680.0,2,private,224232.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1.0
11947,432515707.0,5741.0,3,self-emp-inc,147869.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,0.0
16583,688705149.0,7016.0,4,private,183213.0,assoc-voc,11.0,widowed,prof-specialty,not-in-family,white,male,4,0,3,USA,united-states,1.0
24329,767902567.0,9027.0,2,local-gov,42703.0,some-college,10.0,married-civ-spouse,adm-clerical,wife,white,female,0,0,2,USA,united-states,1.0
26082,432255201.0,984.0,2,private,183096.0,bachelors,13.0,divorced,adm-clerical,not-in-family,white,female,0,0,1,USA,united-states,0.0
22102,748899316.0,7121.0,3,federal-gov,297906.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,3,USA,united-states,1.0
10605,917053634.0,1431.0,3,self-emp-not-inc,180446.0,some-college,10.0,married-civ-spouse,tech-support,husband,black,male,0,0,2,USA,united-states,1.0
24337,558019858.0,5492.0,1,private,26252.0,assoc-acdm,12.0,never-married,other-service,unmarried,amer-indian-eskimo,female,0,0,2,USA,united-states,0.0
27716,572745137.0,9554.0,2,federal-gov,421871.0,bachelors,13.0,never-married,adm-clerical,not-in-family,black,male,2,0,3,USA,united-states,0.0
25448,959959443.0,1133.0,1,self-emp-not-inc,282972.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,female,0,0,0,USA,united-states,0.0
19381,457970886.0,9900.0,1,private,232356.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
2405,742831550.0,6239.0,3,private,54985.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,2,2,USA,united-states,1.0
13745,613525584.0,2292.0,4,private,89698.0,hs-grad,9.0,widowed,adm-clerical,not-in-family,black,female,0,0,2,USA,united-states,0.0
2577,180321261.0,3680.0,1,private,180574.0,assoc-voc,11.0,never-married,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states,0.0
26544,609244308.0,7207.0,1,private,190303.0,bachelors,13.0,divorced,prof-specialty,not-in-family,white,male,1,0,0,USA,united-states,0.0
24544,234490582.0,5290.0,2,self-emp-not-inc,204235.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,3,USA,united-states,1.0
13687,685864094.0,8682.0,0,private,111467.0,some-college,10.0,never-married,handlers-cleaners,not-in-family,white,male,0,0,2,USA,united-states,0.0
1362,215966570.0,3220.0,2,self-emp-not-inc,409189.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
4447,756102642.0,4824.0,1,private,35032.0,some-college,10.0,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,3,USA,united-states,0.0
6112,466802836.0,8166.0,4,self-emp-inc,76212.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,3,USA,united-states,1.0
24084,560131178.0,6489.0,2,state-gov,185619.0,masters,14.0,married-civ-spouse,prof-specialty,husband,amer-indian-eskimo,male,0,0,1,USA,united-states,1.0
9109,848060028.0,6346.0,3,self-emp-not-inc,183668.0,5th-6th,3.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,3,USA,united-states,0.0
12434,915275823.0,9060.0,1,local-gov,319280.0,hs-grad,9.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,1.0
20507,522789610.0,8765.0,3,local-gov,139347.0,masters,14.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,2,,,1.0
6920,442821226.0,8212.0,3,private,165001.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
18634,312989506.0,4009.0,3,,141807.0,hs-grad,9.0,never-married,,not-in-family,white,male,4,0,2,USA,united-states,1.0
18839,978735132.0,5312.0,3,private,204584.0,bachelors,13.0,married-spouse-absent,exec-managerial,not-in-family,white,female,0,0,2,USA,united-states,0.0
14108,993184755.0,8545.0,1,self-emp-not-inc,80933.0,hs-grad,9.0,divorced,farming-fishing,not-in-family,white,male,0,0,2,USA,united-states,0.0
19805,562704614.0,7521.0,1,state-gov,137900.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,female,0,0,3,USA,united-states,1.0
26966,190785308.0,383.0,1,private,236993.0,some-college,10.0,never-married,adm-clerical,unmarried,white,female,0,0,1,USA,united-states,0.0
17444,846256199.0,2307.0,2,private,101318.0,some-college,10.0,married-spouse-absent,prof-specialty,not-in-family,asian-pac-islander,female,0,0,2,CHN,china,1.0
2267,385870771.0,6395.0,1,private,252752.0,masters,14.0,never-married,exec-managerial,not-in-family,white,female,4,0,3,USA,united-states,1.0
3929,442129499.0,8006.0,4,private,224174.0,assoc-voc,11.0,widowed,craft-repair,not-in-family,black,male,0,0,2,,,0.0
14797,969366712.0,5612.0,1,private,149726.0,bachelors,13.0,married-civ-spouse,tech-support,husband,white,male,3,0,2,USA,united-states,1.0
22820,344430254.0,6809.0,2,private,270557.0,masters,14.0,divorced,other-service,not-in-family,white,female,0,0,3,USA,united-states,1.0
24751,836784565.0,4224.0,1,private,143083.0,masters,14.0,married-civ-spouse,exec-managerial,wife,white,female,0,0,2,USA,united-states,1.0
1166,493190007.0,8399.0,2,private,43546.0,some-college,10.0,divorced,machine-op-inspct,unmarried,white,female,0,0,3,USA,united-states,0.0
6536,604895835.0,1783.0,1,federal-gov,127651.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
23178,792588784.0,1627.0,4,private,296152.0,some-college,10.0,divorced,exec-managerial,other-relative,white,female,1,0,0,USA,united-states,0.0
11771,540431414.0,3944.0,4,private,200427.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
17617,821826113.0,8657.0,1,self-emp-not-inc,29254.0,some-college,10.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,3,USA,united-states,1.0
11216,375242408.0,6411.0,1,private,195136.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,white,female,0,2,2,USA,united-states,1.0
19544,514021550.0,2135.0,1,private,107793.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,DUE,germany,1.0
15820,110940644.0,7345.0,3,private,198681.0,some-college,10.0,married-civ-spouse,transport-moving,husband,white,male,0,0,4,USA,united-states,1.0
7752,450776987.0,5068.0,1,private,177675.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1.0
12217,946413612.0,6765.0,0,private,241185.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,white,female,0,0,2,USA,united-states,0.0
1419,615047390.0,2495.0,3,private,124076.0,doctorate,16.0,married-civ-spouse,prof-specialty,wife,white,female,4,0,2,USA,united-states,1.0
27250,103253787.0,9853.0,3,private,111961.0,hs-grad,9.0,married-civ-spouse,other-service,wife,black,female,0,0,1,USA,united-states,0.0
27274,716705493.0,3446.0,2,private,145784.0,hs-grad,9.0,never-married,other-service,other-relative,asian-pac-islander,female,0,0,2,,,0.0
24990,649650294.0,2864.0,2,private,22494.0,some-college,10.0,divorced,exec-managerial,unmarried,white,female,0,0,2,USA,united-states,0.0
17098,294433432.0,9867.0,3,private,208630.0,hs-grad,9.0,divorced,adm-clerical,unmarried,white,female,0,2,2,USA,united-states,0.0
6428,727074917.0,2952.0,0,private,188996.0,9th,5.0,never-married,sales,not-in-family,white,female,0,0,1,USA,united-states,0.0
12335,150690691.0,8902.0,0,private,316702.0,some-college,10.0,never-married,sales,own-child,white,male,0,0,2,USA,united-states,0.0
6951,815405980.0,7032.0,2,local-gov,433705.0,hs-grad,9.0,married-civ-spouse,protective-serv,husband,white,male,0,0,3,USA,united-states,1.0
14101,699184411.0,8832.0,1,state-gov,513416.0,masters,14.0,never-married,prof-specialty,not-in-family,white,male,0,0,0,USA,united-states,0.0
9629,321083781.0,3468.0,3,private,140516.0,hs-grad,9.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,1.0
3353,186780498.0,2007.0,2,private,126622.0,11th,7.0,divorced,handlers-cleaners,unmarried,white,female,0,0,2,USA,united-states,0.0
10951,820417129.0,9033.0,3,private,65353.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
15874,350289337.0,8129.0,1,private,202051.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
21082,179660646.0,3420.0,2,private,309990.0,hs-grad,9.0,separated,adm-clerical,not-in-family,white,female,3,0,3,USA,united-states,1.0
15838,451952122.0,1263.0,1,private,315640.0,masters,14.0,never-married,prof-specialty,not-in-family,asian-pac-islander,male,0,0,0,CHN,china,0.0
19416,556064847.0,6925.0,2,private,290306.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
16217,424217938.0,7641.0,1,private,187203.0,hs-grad,9.0,never-married,sales,other-relative,white,male,0,0,2,USA,united-states,0.0
16118,716278807.0,6526.0,3,private,244025.0,hs-grad,9.0,never-married,machine-op-inspct,unmarried,amer-indian-eskimo,male,0,0,3,PRI,puerto-rico,0.0
15453,239524767.0,3926.0,1,private,164190.0,10th,6.0,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states,0.0
17869,960621830.0,2192.0,0,private,97508.0,hs-grad,9.0,never-married,other-service,own-child,white,male,0,0,3,USA,united-states,0.0
20981,171047966.0,6380.0,1,private,304283.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,0.0
14406,443033977.0,3029.0,2,private,278924.0,hs-grad,9.0,divorced,sales,not-in-family,white,male,0,0,2,USA,united-states,0.0
24182,750028078.0,3051.0,3,private,159755.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,3,0,2,USA,united-states,1.0
17962,557646676.0,5691.0,4,private,151369.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
7656,577880397.0,9666.0,3,self-emp-not-inc,35295.0,bachelors,13.0,never-married,sales,unmarried,white,male,0,0,3,USA,united-states,1.0
23673,669970720.0,8490.0,0,private,140459.0,11th,7.0,never-married,craft-repair,other-relative,white,male,0,0,1,USA,united-states,0.0
9213,367416527.0,3729.0,3,private,199067.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,2,USA,united-states,1.0
15046,830310620.0,1614.0,1,private,207202.0,10th,6.0,married-civ-spouse,transport-moving,husband,white,male,0,0,4,USA,united-states,0.0
6421,943399652.0,4234.0,2,federal-gov,153066.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
26549,223900336.0,2978.0,2,private,297449.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,2,0,3,USA,united-states,1.0
13572,916406903.0,3447.0,3,private,146409.0,some-college,10.0,widowed,exec-managerial,unmarried,white,female,0,0,2,USA,united-states,0.0
